coded_semel,semel,num,YESHUV_CODE,"prec_recruitment",total
16,5000,30407.33712,1282,0.695,21133.0993
24,3000,75808.07363,1091,0.228,17284.24079
12,8300,19865.97518,1048,0.794,15773.58429
62,7900,24380.76158,906,0.561,13677.60725
39,4000,18415.45378,863,0.723,13314.37308
4,3797,15384.42612,851,0.81,12461.38516
11,6600,16889.23068,784,0.713,12042.02147
48,9000,16896.73486,688,0.679,11472.88297
10,7400,19926.90791,667,0.53,10561.26119
32,1200,12911.59655,629,0.81,10458.39321
93,70,23463.25861,605,0.444,10417.68682
57,8600,11253.65286,523,0.795,8946.654024
26,8400,14665.68428,456,0.582,8535.428251
14,3780,12063.87449,454,0.640059701,7721.599905
59,6900,9799.994179,439,0.772,7565.595506
40,6400,8209.497001,436,0.8,6567.597601
0,1309,10014.02365,420,0.640059701,6409.572988
22,9700,6829.864448,379,0.88,6010.280714
41,6500,8531.05995,341,0.676,5766.996526
13,8700,8094.362812,291,0.684,5536.544163
31,6200,8422.285008,290,0.649,5466.06297
117,7200,5788.712629,265,0.8,4630.970103
162,2650,5118.379551,252,0.87,4452.990209
52,2610,21294.47933,247,0.206,4386.662742
19,2620,4561.359633,240,0.857,3909.085205
76,6300,4652.81715,229,0.83,3861.838235
90,2640,5541.175412,225,0.687,3806.787508
110,6800,5066.718036,216,0.677,3430.16811
71,9100,4872.718018,216,0.703,3425.520767
17,2630,5603.865887,209,0.611,3423.962057
23,8500,5880.124009,206,0.576,3386.951429
53,7000,5557.225439,201,0.597,3317.663587
42,2660,4808.318115,195,0.683,3284.081273
47,7800,4868.293167,194,0.640059701,3115.998271
5,2600,4062.8037,191,0.748,3038.977168
111,7700,4394.343595,182,0.667,2931.027178
51,3616,4587.16284,175,0.609,2793.58217
61,1139,3510.63734,172,0.792,2780.424773
20,8200,3412.302835,170,0.799,2726.429965
77,9500,3216.665972,170,0.784,2521.866122
120,9400,3025.562239,154,0.79,2390.194169
107,2550,3592.062779,151,0.640059701,2299.13463
36,2200,3359.766883,149,0.677,2274.56218
80,6700,4242.061969,147,0.52,2205.872224
100,2400,3437.360321,145,0.61,2096.789796
87,166,3023.169374,145,0.683,2064.824682
123,7600,2964.7009,143,0.693,2054.537724
130,9600,2679.244364,143,0.713,1910.301232
138,240,2477.999246,137,0.75,1858.499435
33,9300,2845.608066,133,0.640059701,1821.359049
9,2530,2802.637614,130,0.640059701,1793.855395
145,195,2735.524816,126,0.640059701,1750.899197
160,168,2696.350083,123,0.640059701,1725.825029
79,1304,2639.712143,123,0.640059701,1689.573366
153,3730,2523.835218,120,0.640059701,1615.405216
170,229,2370.993514,117,0.640059701,1517.577401
37,874,2382.62008,115,0.617,1470.076589
102,1015,2278.991177,112,0.640059701,1458.690412
148,246,5044.024896,112,0.281,1417.370996
156,2560,2206.029847,106,0.637,1405.241013
29,28,2137.602095,101,0.640059701,1368.192959
2,1061,2106.727489,96,0.640059701,1348.431368
240,2500,1643.592042,94,0.795,1306.655673
243,9800,2041.292427,91,0.640059701,1306.549021
112,681,3068.584469,86,0.423,1298.01123
69,31,3325.413665,82,0.389,1293.585916
113,2800,1927.464611,75,0.652,1256.706926
94,1031,2303.157135,73,0.523,1204.551182
157,922,1845.843903,73,0.640059701,1181.450298
125,8000,4623.104277,71,0.252,1165.022278
104,2100,1880.267089,71,0.618,1162.005061
122,182,1797.071846,71,0.640059701,1150.233269
74,154,1767.762547,69,0.640059701,1131.473568
56,3570,1370.331124,68,0.812,1112.708873
210,2300,1668.693207,68,0.640059701,1068.063276
163,3779,1643.561504,62,0.640059701,1051.977486
49,3650,1573.462293,62,0.640059701,1007.109806
155,1020,1672.030314,62,0.602,1006.562249
58,6100,29596.33859,61,0.034,1006.275512
183,9200,2032.015091,58,0.442,898.1506702
38,1034,2626.490734,57,0.341,895.6333403
121,1063,1487.690364,56,0.581,864.3481015
200,1268,1297.259327,56,0.640059701,830.3234176
176,3760,1158.120403,50,0.640059701,741.2661994
278,696,1148.405987,49,0.640059701,735.0483932
8,1113,1077.959198,49,0.640059701,689.9582425
152,831,1069.370531,48,0.640059701,684.4609829
126,565,1064.925367,47,0.640059701,681.6158125
201,3611,1059.872911,46,0.640059701,678.381939
204,2034,1035.478944,42,0.640059701,662.7683438
18,3750,1023.948443,41,0.640059701,655.3881348
137,469,1001.572362,40,0.640059701,641.066107
98,3788,998.3526902,40,0.640059701,639.0053249
3,1224,989.5025345,39,0.640059701,633.3406969
142,1247,952.6622488,39,0.640059701,609.7607146
356,666,946.5399168,39,0.640059701,605.8420566
82,3640,930.5719812,39,0.640059701,595.6216245
195,53,906.1259649,39,0.640059701,579.9747146
105,3763,870.1144515,36,0.640059701,556.9251961
215,577,858.2702893,36,0.640059701,549.3442252
258,3574,858.1398003,35,0.640059701,549.2607044
131,1137,852.4761758,34,0.640059701,545.6356466
60,1345,791.9876906,32,0.640059701,506.9194048
468,122,787.8980018,32,0.640059701,504.3017598
73,3557,774.4014545,31,0.640059701,495.6631638
213,3641,771.5521437,31,0.640059701,493.8394348
178,1319,740.2827834,31,0.640059701,473.8251774
442,3720,737.8250913,29,0.640059701,472.2521077
15,466,734.4647576,28,0.640059701,470.1012935
81,3823,564.3626109,28,0.81,457.1337148
106,3638,711.8687973,28,0.640059701,455.6385299
305,1271,699.8772728,26,0.640059701,447.9632383
214,4100,684.6803863,24,0.640059701,438.2363237
249,46,680.8229542,24,0.640059701,435.7673368
322,812,673.4428017,23,0.640059701,431.0435986
141,3563,667.8315565,23,0.640059701,427.4520667
133,3652,642.6794674,23,0.640059701,411.3532281
335,3660,630.5966838,22,0.640059701,403.6195252
189,1263,619.9489583,22,0.640059701,396.8043452
264,3765,605.8198286,22,0.640059701,387.7608587
292,1167,593.8972059,22,0.640059701,380.1296683
85,171,586.0421669,22,0.640059701,375.1019744
116,3795,572.2211246,21,0.640059701,366.2556822
63,3617,556.8221652,21,0.640059701,356.3994288
331,47,546.4940925,21,0.640059701,349.7888457
642,3769,539.3797181,21,0.640059701,345.2352214
294,3727,525.4460714,21,0.640059701,336.3168556
410,587,520.8131991,21,0.640059701,333.3515407
194,3709,507.9235669,21,0.640059701,325.1014066
78,3560,499.4064546,20,0.640059701,319.6499463
491,1066,496.5173295,19,0.640059701,317.8007337
188,99,480.3021109,19,0.640059701,307.4220257
217,3618,472.0967327,19,0.640059701,302.1700938
219,1315,461.2718284,19,0.640059701,295.2415088
221,3604,458.6850005,19,0.640059701,293.5857845
542,276,430.8664717,19,0.640059701,275.7802653
109,3725,427.1023432,18,0.640059701,273.3709983
44,709,422.3966942,18,0.640059701,270.359102
316,3796,406.0244925,18,0.640059701,259.8799155
187,3647,405.0786713,18,0.640059701,259.2745334
377,1337,403.6175502,18,0.640059701,258.3393287
231,41,402.3712945,18,0.640059701,257.5416506
164,3564,396.0493938,18,0.640059701,253.4952568
173,3710,390.3782043,18,0.640059701,249.8653569
455,351,388.4277007,18,0.640059701,248.6169182
103,1050,372.1543144,18,0.640059701,238.2009794
132,3659,357.0653907,17,0.640059701,228.5431674
253,3768,355.7554692,17,0.640059701,227.7047394
158,3778,347.31297,17,0.640059701,222.3010359
573,1330,337.1287164,17,0.640059701,215.7825056
309,1284,332.7527629,17,0.640059701,212.9816341
276,3791,332.1002002,17,0.640059701,212.563955
175,1243,329.9967017,17,0.640059701,211.2175904
349,1186,328.251097,17,0.640059701,210.1002992
325,3793,327.2561272,17,0.640059701,209.4634591
50,3770,320.7003166,16,0.640059701,205.2673489
511,3651,311.2734473,16,0.640059701,199.2335898
618,26,311.0510989,16,0.640059701,199.0912735
229,1274,310.6468209,16,0.640059701,198.8325115
97,3576,310.4568152,15,0.640059701,198.7108965
416,147,307.2151176,15,0.640059701,196.6360165
552,400,303.9593232,15,0.640059701,194.5521137
332,59,301.9650352,15,0.640059701,193.2756503
320,1333,299.4724949,15,0.640059701,191.6802757
439,3749,288.9750869,15,0.640059701,184.9613079
389,3787,286.5332847,15,0.640059701,183.3984087
184,1178,284.113499,15,0.640059701,181.8496014
28,1310,273.4537988,15,0.640059701,175.0267568
591,326,257.7020646,15,0.640059701,164.9447065
378,661,256.468821,14,0.640059701,164.155357
300,3726,254.7095725,14,0.640059701,163.0293329
226,2038,251.3526674,14,0.640059701,160.8807133
671,1098,248.8677245,14,0.640059701,159.2902015
496,797,247.7251368,14,0.640059701,158.5588771
235,3655,242.6931745,14,0.640059701,155.3381208
72,3744,241.4197133,14,0.640059701,154.5230296
603,3579,240.7551617,14,0.640059701,154.0976769
479,1191,240.6016791,13,0.640059701,153.9994389
251,1368,238.1544178,13,0.640059701,152.4330456
252,190,229.7677918,13,0.640059701,147.0651042
272,615,229.7590987,13,0.640059701,147.0595401
434,3747,228.9157459,13,0.640059701,146.519744
628,3603,225.7075323,13,0.640059701,144.4662957
345,274,224.4969493,13,0.640059701,143.6914504
554,3575,223.8441197,13,0.640059701,143.2736004
222,763,223.6788505,13,0.640059701,143.1678183
427,1344,223.5785072,13,0.640059701,143.1035926
420,3572,221.5910784,12,0.640059701,141.8315195
681,267,221.5638051,12,0.640059701,141.814063
346,3794,221.056647,12,0.640059701,141.4894515
422,1293,219.4680266,12,0.640059701,140.4726396
92,825,219.1900226,12,0.640059701,140.2947004
536,574,218.7081651,12,0.640059701,139.9862829
255,3654,217.6794751,12,0.640059701,139.3278599
596,1140,216.6710349,12,0.640059701,138.6823979
224,3766,216.1943383,12,0.640059701,138.3772836
259,157,215.6451869,12,0.640059701,138.025794
25,856,215.5859838,12,0.640059701,137.9879004
128,1199,214.8468837,12,0.640059701,137.5148322
373,3643,214.4494202,12,0.640059701,137.2604319
447,3781,212.8406424,12,0.640059701,136.230718
327,1082,205.3886463,12,0.640059701,131.4609956
293,1288,203.2641027,12,0.640059701,130.1011609
372,588,202.7502976,12,0.640059701,129.772295
167,162,201.0339884,12,0.640059701,128.6737546
290,2055,200.1000036,12,0.640059701,128.0759486
169,65,199.392891,12,0.640059701,127.6233543
486,3602,198.6366559,12,0.640059701,127.1393187
43,562,194.452993,12,0.640059701,124.4615247
282,249,193.8966021,11,0.640059701,124.1054013
438,375,193.3766355,11,0.640059701,123.7725916
286,3762,192.5588493,11,0.640059701,123.2491596
75,103,189.8648795,11,0.640059701,121.5248581
328,736,188.4706831,11,0.640059701,120.6324892
330,3573,187.9145403,11,0.640059701,120.2765246
405,598,187.8755888,11,0.640059701,120.2515933
321,1376,186.9873207,11,0.640059701,119.6830487
236,720,186.2355838,11,0.640059701,119.2018922
369,663,184.7255288,11,0.640059701,118.2353668
165,3567,184.2056523,11,0.640059701,117.9026148
366,445,182.3832784,11,0.640059701,116.7361867
521,745,181.1343284,11,0.640059701,115.9367842
203,325,181.0027731,10,0.640059701,115.8525809
368,160,180.8851174,10,0.640059701,115.7772742
391,29,179.6974981,10,0.640059701,115.017127
140,284,178.8958671,10,0.640059701,114.5040353
737,1226,178.524299,10,0.640059701,114.2662095
265,579,178.3443292,10,0.640059701,114.1510181
273,206,177.9992887,10,0.640059701,113.9301716
202,187,177.8736896,10,0.640059701,113.8497807
211,3715,176.7958543,10,0.640059701,113.1599017
115,739,176.7592049,10,0.640059701,113.1364439
363,694,175.0908617,10,0.640059701,112.0686047
66,687,175.0616855,10,0.640059701,112.0499302
557,158,172.0274755,10,0.640059701,110.1078546
424,1240,170.4840991,10,0.640059701,109.1200016
388,880,167.1515949,10,0.640059701,106.9869999
101,217,166.9921876,10,0.640059701,106.8849697
601,4304,166.8310881,10,0.640059701,106.7818564
246,1190,165.3673469,10,0.640059701,105.8449747
269,3746,164.9831664,10,0.640059701,105.5990762
393,241,139.9620259,10,0.75,104.9715194
413,3756,163.9257207,10,0.640059701,104.9222479
150,155,163.4639255,10,0.640059701,104.6266714
127,804,162.7828737,10,0.640059701,104.1907575
418,858,162.1356529,10,0.640059701,103.7764976
426,213,161.9909355,10,0.640059701,103.6838698
181,320,161.657081,10,0.640059701,103.470183
139,429,161.5228224,9,0.640059701,103.3842495
257,21,160.3614409,9,0.640059701,102.640896
387,242,158.7998101,9,0.640059701,101.641359
498,4005,158.7273133,9,0.640059701,101.5949568
223,563,157.2672804,9,0.640059701,100.6604485
275,1264,157.1850258,9,0.640059701,100.6078007
302,175,156.3614552,9,0.640059701,100.0806663
166,606,155.5071375,9,0.640059701,99.53385201
390,662,155.4549132,9,0.640059701,99.50042534
509,232,155.3412544,9,0.640059701,99.42767692
220,700,154.3166613,9,0.640059701,98.77187617
86,142,153.5680328,9,0.640059701,98.29270923
594,140,153.3797578,9,0.640059701,98.17220199
208,449,153.3624869,9,0.640059701,98.16114759
658,462,153.2432432,9,0.640059701,98.0848245
392,2043,153.1042518,9,0.640059701,97.9958617
507,710,152.7189236,9,0.640059701,97.74922865
487,3822,152.3516209,9,0.640059701,97.514133
168,282,151.8746462,9,0.640059701,97.20884071
84,824,151.6576726,9,0.640059701,97.06996465
27,1366,151.6148382,9,0.640059701,97.04254808
65,917,151.6037277,9,0.640059701,97.0354367
54,1257,151.4243952,9,0.640059701,96.92065319
147,269,150.7252298,9,0.640059701,96.47314559
277,247,150.3728689,9,0.640059701,96.24761358
586,329,150.0657375,9,0.640059701,96.05103115
136,740,148.8255495,9,0.640059701,95.25723679
311,1282,148.7289073,9,0.640059701,95.19538001
288,746,148.7244898,9,0.640059701,95.19255255
254,683,148.1612787,9,0.640059701,94.83206382
818,697,148.1313345,9,0.640059701,94.81289774
314,1363,148.0363636,9,0.640059701,94.7521107
490,592,146.7584089,9,0.640059701,93.93414339
608,715,146.5840416,9,0.640059701,93.82253791
262,66,146.5837507,9,0.640059701,93.82235172
99,817,146.2290187,9,0.640059701,93.59530206
595,418,146.1003284,9,0.640059701,93.51293258
291,586,145.5633869,8,0.640059701,93.16925797
313,1181,145.3825295,8,0.640059701,93.05349843
336,96,145.0318451,8,0.640059701,92.82903948
667,767,144.892306,8,0.640059701,92.73972613
250,234,144.7001621,8,0.640059701,92.61674256
569,3571,144.4194038,8,0.640059701,92.43704049
604,849,144.3914194,8,0.640059701,92.4191288
814,594,144.0494336,8,0.640059701,92.20023747
430,389,143.9503443,8,0.640059701,92.1368144
326,1369,143.7928222,8,0.640059701,92.03599085
672,758,143.6559993,8,0.640059701,91.94841603
161,309,143.4155777,8,0.640059701,91.79453185
746,837,142.7075349,8,0.640059701,91.34134219
199,692,142.470391,8,0.640059701,91.18955593
446,331,142.0835934,8,0.640059701,90.94198238
584,1222,141.966918,8,0.640059701,90.86730316
192,316,141.5421565,8,0.640059701,90.59543044
355,288,141.1122371,8,0.640059701,90.32025636
216,3743,140.7363625,8,0.640059701,90.07967417
342,307,140.1035161,8,0.640059701,89.67461469
323,85,139.8166231,8,0.640059701,89.49098605
452,425,139.7169093,8,0.640059701,89.42716326
205,189,139.1458311,8,0.640059701,89.06163912
495,315,138.7940072,8,0.640059701,88.83645082
268,294,138.7632713,8,0.640059701,88.81677801
89,571,138.6866225,8,0.640059701,88.7677182
244,419,138.5391794,8,0.640059701,88.67334581
695,711,138.2212027,8,0.640059701,88.46982174
289,2018,137.6665868,8,0.640059701,88.11483445
191,1265,137.64,8,0.640059701,88.09781731
270,1182,137.6247303,8,0.640059701,88.08804379
360,198,137.2780131,8,0.640059701,87.86612409
382,1069,136.7029206,8,0.640059701,87.49803055
307,64,136.6202688,8,0.640059701,87.44512847
732,205,136.2876325,8,0.640059701,87.23222138
180,3712,136.1247915,8,0.640059701,87.12799341
198,1371,135.5778547,8,0.640059701,86.77792121
441,4007,135.1892617,8,0.640059701,86.52919849
412,134,134.9604959,8,0.640059701,86.38277472
70,737,134.9590034,8,0.640059701,86.38181943
693,1080,134.570367,8,0.640059701,86.13306893
449,405,133.8204675,8,0.640059701,85.65308848
483,1070,133.78925,8,0.640059701,85.63310742
482,1228,133.7363746,8,0.640059701,85.59926401
724,4701,132.3333333,8,0.640059701,84.70123381
354,801,132.1380548,8,0.640059701,84.57624391
67,1314,131.8380817,8,0.640059701,84.38424322
707,813,130.9547918,8,0.640059701,83.81888495
760,871,130.4544501,8,0.640059701,83.49863639
470,814,130.0586424,8,0.640059701,83.24529583
492,3608,130.0535828,7,0.640059701,83.24205739
533,1112,129.9919285,7,0.640059701,83.20259495
589,1370,129.240022,7,0.640059701,82.7213299
464,377,128.9955002,7,0.640059701,82.56482135
744,3754,128.8841202,7,0.640059701,82.4935315
353,771,128.7706442,7,0.640059701,82.42090009
83,698,128.6176904,7,0.640059701,82.32300052
458,3767,127.9931034,7,0.640059701,81.92322756
394,1294,127.804878,7,0.640059701,81.80275206
706,454,127.6811722,7,0.640059701,81.72357296
182,851,127.578927,7,0.640059701,81.65812993
318,126,127.3105917,7,0.640059701,81.48637932
797,788,126.9440762,7,0.640059701,81.25178752
297,4011,126.8248276,7,0.640059701,81.1754613
340,778,126.3785456,7,0.640059701,80.88981417
386,2015,126.3117669,7,0.640059701,80.84707182
359,364,126.1759323,7,0.640059701,80.76012956
639,382,126.1195998,7,0.640059701,80.7240734
423,436,125.7552523,7,0.640059701,80.49086925
385,1207,125.4373575,7,0.640059701,80.2873976
95,437,125.4138611,7,0.640059701,80.2723585
646,717,125.0658928,7,0.640059701,80.04963801
456,335,124.9672782,7,0.640059701,79.98651878
425,3648,124.8571036,7,0.640059701,79.91600046
242,3752,124.6363222,7,0.640059701,79.77468718
551,1123,124.4790487,7,0.640059701,79.67402275
630,2011,124.2571941,7,0.640059701,79.53202256
68,689,123.9966631,7,0.640059701,79.36526717
358,780,123.0429498,7,0.640059701,78.75483372
689,3790,122.9975766,7,0.640059701,78.72579216
324,1105,122.8545211,7,0.640059701,78.6342281
502,3578,122.7273793,7,0.640059701,78.55284976
566,787,122.4800095,7,0.640059701,78.39451832
523,699,122.4120928,7,0.640059701,78.35104758
808,4006,122.2065081,7,0.640059701,78.21946109
558,593,122.2013451,7,0.640059701,78.21615647
508,549,122.1766781,7,0.640059701,78.20036811
544,841,121.8864834,7,0.640059701,78.01462618
867,368,121.8692655,7,0.640059701,78.0036057
473,757,121.0539988,7,0.640059701,77.48178634
7,3653,120.806339,7,0.640059701,77.32326928
545,616,120.6079491,7,0.640059701,77.1962879
362,580,119.9335049,7,0.640059701,76.76460335
206,52,119.9240313,7,0.640059701,76.75853968
547,688,119.8230337,6,0.640059701,76.69389518
687,1242,119.2839456,6,0.640059701,76.34884661
620,1174,118.9537037,6,0.640059701,76.13747208
572,1204,118.8285969,6,0.640059701,76.05739626
553,679,118.4842542,6,0.640059701,75.83699637
21,575,118.4146299,6,0.640059701,75.79243267
