semel,total,,,,male,,,,female,,,
580.00,777.00,,,,400.00,,,,377.00,,,
582.00,1260.00,,,,652.00,,,,608.00,,,
584.00,852.00,,,,445.00,,,,408.00,,,
585.00,627.00,,,,313.00,,,,314.00,,,
586.00,847.00,,,,416.00,,,,432.00,,,
587.00,4036.00,,,,2018.00,,,,2018.00,,,
588.00,1417.00,,,,726.00,,,,691.00,,,
589.00,295.00,,,,134.00,,,,160.00,,,
590.00,349.00,,,,180.00,,,,170.00,,,
591.00,1012.00,,,,484.00,,,,528.00,,,
592.00,903.00,,,,437.00,,,,466.00,,,
593.00,1147.00,,,,606.00,,,,541.00,,,
594.00,971.00,,,,475.00,,,,496.00,,,
595.00,705.00,,,,354.00,,,,351.00,,,
596.00,462.00,,,,226.00,,,,236.00,,,
597.00,689.00,,,,340.00,,,,348.00,,,
598.00,1405.00,,,,698.00,,,,707.00,,,
599.00,595.00,,,,295.00,,,,300.00,,,
602.00,360.00,,,,178.00,,,,182.00,,,
603.00,275.00,,,,151.00,,,,124.00,,,
604.00,1174.00,,,,615.00,,,,559.00,,,
605.00,559.00,,,,277.00,,,,283.00,,,
606.00,1331.00,,,,672.00,,,,659.00,,,
607.00,985.00,,,,458.00,,,,527.00,,,
609.00,775.00,,,,400.00,,,,375.00,,,
610.00,1102.00,,,,558.00,,,,544.00,,,
612.00,1097.00,,,,550.00,,,,547.00,,,
613.00,972.00,,,,496.00,,,,477.00,,,
614.00,353.00,,,,178.00,,,,175.00,,,
615.00,1607.00,,,,801.00,,,,806.00,,,
616.00,1205.00,,,,632.00,,,,573.00,,,
617.00,553.00,,,,265.00,,,,289.00,,,
618.00,875.00,,,,444.00,,,,432.00,,,
619.00,435.00,,,,212.00,,,,223.00,,,
620.00,697.00,,,,325.00,,,,372.00,,,
622.00,863.00,,,,380.00,,,,483.00,,,
623.00,404.00,,,,211.00,,,,193.00,,,
627.00,10148.00,,,,5214.00,,,,4935.00,,,
628.00,12100.00,,,,6135.00,,,,5965.00,,,
633.00,3678.00,,,,1838.00,,,,1840.00,,,
634.00,23823.00,,,,12211.00,,,,11612.00,,,
635.00,4081.00,,,,2057.00,,,,2025.00,,,
636.00,1644.00,,,,839.00,,,,804.00,,,
637.00,25245.00,,,,12791.00,,,,12454.00,,,
638.00,23143.00,,,,11854.00,,,,11290.00,,,
648.00,383.00,,,,181.00,,,,203.00,,,
649.00,2017.00,,,,998.00,,,,1019.00,,,
652.00,2835.00,,,,1444.00,,,,1391.00,,,
654.00,19018.00,,,,9626.00,,,,9393.00,,,
658.00,2887.00,,,,1465.00,,,,1422.00,,,
661.00,1907.00,,,,982.00,,,,925.00,,,
662.00,1135.00,,,,555.00,,,,580.00,,,
663.00,1201.00,,,,597.00,,,,605.00,,,
664.00,526.00,,,,270.00,,,,256.00,,,
665.00,722.00,,,,362.00,,,,360.00,,,
666.00,7530.00,,,,3748.00,,,,3782.00,,,
667.00,594.00,,,,308.00,,,,286.00,,,
668.00,1024.00,,,,508.00,,,,515.00,,,
670.00,556.00,,,,282.00,,,,274.00,,,
672.00,744.00,,,,367.00,,,,376.00,,,
673.00,893.00,,,,439.00,,,,454.00,,,
674.00,692.00,,,,362.00,,,,330.00,,,
675.00,369.00,,,,189.00,,,,180.00,,,
676.00,361.00,,,,188.00,,,,173.00,,,
677.00,932.00,,,,474.00,,,,458.00,,,
678.00,380.00,,,,195.00,,,,186.00,,,
679.00,821.00,,,,414.00,,,,407.00,,,
680.00,849.00,,,,434.00,,,,415.00,,,
681.00,26578.00,,,,13187.00,,,,13391.00,,,
682.00,910.00,,,,485.00,,,,425.00,,,
683.00,1200.00,,,,582.00,,,,618.00,,,
684.00,711.00,,,,356.00,,,,355.00,,,
685.00,798.00,,,,397.00,,,,401.00,,,
686.00,1155.00,,,,601.00,,,,554.00,,,
687.00,1150.00,,,,575.00,,,,575.00,,,
688.00,712.00,,,,358.00,,,,354.00,,,
689.00,1329.00,,,,663.00,,,,666.00,,,
690.00,877.00,,,,436.00,,,,441.00,,,
692.00,920.00,,,,463.00,,,,458.00,,,
693.00,654.00,,,,314.00,,,,340.00,,,
694.00,2039.00,,,,1031.00,,,,1009.00,,,
695.00,532.00,,,,269.00,,,,263.00,,,
696.00,6598.00,,,,3322.00,,,,3276.00,,,
697.00,1143.00,,,,582.00,,,,561.00,,,
698.00,1136.00,,,,570.00,,,,565.00,,,
699.00,877.00,,,,422.00,,,,455.00,,,
700.00,1486.00,,,,740.00,,,,746.00,,,
701.00,735.00,,,,391.00,,,,345.00,,,
702.00,181.00,,,,83.00,,,,98.00,,,
703.00,464.00,,,,236.00,,,,228.00,,,
705.00,405.00,,,,199.00,,,,206.00,,,
706.00,969.00,,,,485.00,,,,484.00,,,
707.00,708.00,,,,356.00,,,,352.00,,,
708.00,772.00,,,,389.00,,,,383.00,,,
709.00,2178.00,,,,1102.00,,,,1076.00,,,
710.00,1708.00,,,,828.00,,,,880.00,,,
711.00,1227.00,,,,645.00,,,,582.00,,,
712.00,766.00,,,,390.00,,,,376.00,,,
713.00,409.00,,,,201.00,,,,208.00,,,
714.00,557.00,,,,289.00,,,,269.00,,,
715.00,1021.00,,,,503.00,,,,518.00,,,
716.00,534.00,,,,279.00,,,,255.00,,,
717.00,1162.00,,,,582.00,,,,580.00,,,
718.00,1082.00,,,,563.00,,,,519.00,,,
719.00,417.00,,,,208.00,,,,210.00,,,
720.00,1396.00,,,,760.00,,,,636.00,,,
721.00,590.00,,,,287.00,,,,303.00,,,
722.00,1089.00,,,,548.00,,,,540.00,,,
723.00,847.00,,,,447.00,,,,400.00,,,
726.00,548.00,,,,255.00,,,,293.00,,,
727.00,997.00,,,,485.00,,,,512.00,,,
729.00,1047.00,,,,534.00,,,,513.00,,,
730.00,651.00,,,,333.00,,,,318.00,,,
731.00,795.00,,,,387.00,,,,408.00,,,
732.00,810.00,,,,411.00,,,,399.00,,,
734.00,997.00,,,,529.00,,,,469.00,,,
735.00,749.00,,,,371.00,,,,378.00,,,
736.00,1451.00,,,,755.00,,,,697.00,,,
737.00,1131.00,,,,549.00,,,,582.00,,,
738.00,443.00,,,,215.00,,,,228.00,,,
739.00,1571.00,,,,804.00,,,,768.00,,,
740.00,1238.00,,,,634.00,,,,604.00,,,
741.00,655.00,,,,321.00,,,,334.00,,,
742.00,1215.00,,,,587.00,,,,628.00,,,
743.00,956.00,,,,484.00,,,,472.00,,,
744.00,818.00,,,,378.00,,,,440.00,,,
745.00,1206.00,,,,614.00,,,,592.00,,,
746.00,1274.00,,,,691.00,,,,583.00,,,
747.00,863.00,,,,444.00,,,,419.00,,,
748.00,859.00,,,,421.00,,,,438.00,,,
749.00,947.00,,,,488.00,,,,460.00,,,
750.00,520.00,,,,272.00,,,,248.00,,,
751.00,878.00,,,,496.00,,,,381.00,,,
752.00,629.00,,,,299.00,,,,330.00,,,
753.00,936.00,,,,502.00,,,,433.00,,,
755.00,426.00,,,,225.00,,,,201.00,,,
756.00,1116.00,,,,569.00,,,,547.00,,,
757.00,1363.00,,,,702.00,,,,661.00,,,
758.00,968.00,,,,492.00,,,,476.00,,,
759.00,822.00,,,,428.00,,,,394.00,,,
760.00,1132.00,,,,583.00,,,,549.00,,,
761.00,691.00,,,,355.00,,,,335.00,,,
762.00,777.00,,,,390.00,,,,387.00,,,
763.00,2116.00,,,,1052.00,,,,1064.00,,,
764.00,644.00,,,,315.00,,,,330.00,,,
765.00,722.00,,,,354.00,,,,368.00,,,
766.00,559.00,,,,326.00,,,,233.00,,,
767.00,1275.00,,,,673.00,,,,602.00,,,
768.00,650.00,,,,308.00,,,,342.00,,,
769.00,985.00,,,,527.00,,,,458.00,,,
771.00,965.00,,,,502.00,,,,463.00,,,
772.00,993.00,,,,500.00,,,,494.00,,,
773.00,739.00,,,,356.00,,,,383.00,,,
774.00,360.00,,,,198.00,,,,161.00,,,
775.00,666.00,,,,351.00,,,,314.00,,,
776.00,477.00,,,,254.00,,,,223.00,,,
777.00,589.00,,,,290.00,,,,299.00,,,
778.00,945.00,,,,478.00,,,,467.00,,,
779.00,1086.00,,,,556.00,,,,530.00,,,
780.00,1314.00,,,,644.00,,,,669.00,,,
783.00,703.00,,,,380.00,,,,323.00,,,
784.00,879.00,,,,430.00,,,,448.00,,,
785.00,892.00,,,,458.00,,,,434.00,,,
786.00,768.00,,,,446.00,,,,322.00,,,
787.00,1455.00,,,,724.00,,,,731.00,,,
788.00,1064.00,,,,543.00,,,,521.00,,,
789.00,703.00,,,,352.00,,,,351.00,,,
791.00,1064.00,,,,542.00,,,,521.00,,,
792.00,477.00,,,,238.00,,,,239.00,,,
793.00,1047.00,,,,520.00,,,,527.00,,,
794.00,528.00,,,,263.00,,,,265.00,,,
795.00,752.00,,,,382.00,,,,371.00,,,
796.00,1044.00,,,,531.00,,,,513.00,,,
797.00,1906.00,,,,937.00,,,,969.00,,,
798.00,918.00,,,,450.00,,,,468.00,,,
799.00,1124.00,,,,545.00,,,,579.00,,,
800.00,907.00,,,,471.00,,,,436.00,,,
801.00,1316.00,,,,783.00,,,,533.00,,,
802.00,903.00,,,,457.00,,,,446.00,,,
803.00,683.00,,,,356.00,,,,327.00,,,
804.00,1377.00,,,,724.00,,,,653.00,,,
805.00,771.00,,,,384.00,,,,387.00,,,
806.00,742.00,,,,387.00,,,,356.00,,,
807.00,923.00,,,,453.00,,,,470.00,,,
808.00,555.00,,,,285.00,,,,270.00,,,
809.00,570.00,,,,284.00,,,,286.00,,,
810.00,651.00,,,,306.00,,,,345.00,,,
811.00,734.00,,,,373.00,,,,361.00,,,
812.00,6511.00,,,,3280.00,,,,3231.00,,,
813.00,1137.00,,,,566.00,,,,571.00,,,
814.00,929.00,,,,457.00,,,,473.00,,,
815.00,559.00,,,,281.00,,,,278.00,,,
816.00,524.00,,,,278.00,,,,246.00,,,
817.00,1495.00,,,,773.00,,,,722.00,,,
818.00,729.00,,,,370.00,,,,359.00,,,
819.00,826.00,,,,402.00,,,,424.00,,,
820.00,455.00,,,,239.00,,,,216.00,,,
821.00,547.00,,,,305.00,,,,242.00,,,
822.00,896.00,,,,437.00,,,,459.00,,,
823.00,674.00,,,,339.00,,,,335.00,,,
824.00,1052.00,,,,558.00,,,,494.00,,,
825.00,1414.00,,,,723.00,,,,691.00,,,
826.00,429.00,,,,240.00,,,,189.00,,,
827.00,677.00,,,,357.00,,,,320.00,,,
828.00,1001.00,,,,512.00,,,,488.00,,,
829.00,439.00,,,,229.00,,,,209.00,,,
831.00,10294.00,,,,5419.00,,,,4875.00,,,
833.00,193.00,,,,94.00,,,,99.00,,,
836.00,587.00,,,,284.00,,,,303.00,,,
837.00,904.00,,,,468.00,,,,436.00,,,
838.00,841.00,,,,413.00,,,,428.00,,,
839.00,841.00,,,,434.00,,,,407.00,,,
840.00,279.00,,,,135.00,,,,145.00,,,
841.00,1200.00,,,,597.00,,,,603.00,,,
842.00,819.00,,,,404.00,,,,415.00,,,
843.00,412.00,,,,222.00,,,,189.00,,,
844.00,423.00,,,,220.00,,,,203.00,,,
845.00,720.00,,,,375.00,,,,344.00,,,
846.00,427.00,,,,211.00,,,,217.00,,,
848.00,1018.00,,,,332.00,,,,687.00,,,
849.00,1007.00,,,,501.00,,,,506.00,,,
850.00,1093.00,,,,558.00,,,,535.00,,,
851.00,1115.00,,,,544.00,,,,571.00,,,
852.00,364.00,,,,171.00,,,,193.00,,,
853.00,973.00,,,,506.00,,,,467.00,,,
854.00,401.00,,,,211.00,,,,191.00,,,
856.00,1928.00,,,,1220.00,,,,708.00,,,
857.00,822.00,,,,412.00,,,,410.00,,,
858.00,1348.00,,,,674.00,,,,674.00,,,
859.00,428.00,,,,222.00,,,,205.00,,,
861.00,809.00,,,,390.00,,,,418.00,,,
862.00,621.00,,,,322.00,,,,300.00,,,
863.00,918.00,,,,489.00,,,,429.00,,,
864.00,786.00,,,,400.00,,,,386.00,,,
865.00,299.00,,,,141.00,,,,159.00,,,
866.00,717.00,,,,357.00,,,,361.00,,,
868.00,309.00,,,,156.00,,,,153.00,,,
870.00,870.00,,,,447.00,,,,422.00,,,
871.00,829.00,,,,427.00,,,,402.00,,,
872.00,359.00,,,,188.00,,,,172.00,,,
873.00,503.00,,,,251.00,,,,252.00,,,
874.00,25675.00,,,,12815.00,,,,12860.00,,,
875.00,229.00,,,,113.00,,,,116.00,,,
877.00,916.00,,,,452.00,,,,464.00,,,
880.00,1630.00,,,,822.00,,,,808.00,,,
882.00,178.00,,,,17.00,,,,161.00,,,
885.00,479.00,,,,242.00,,,,237.00,,,
886.00,81.00,,,,59.00,,,,22.00,,,
888.00,836.00,,,,442.00,,,,394.00,,,
889.00,302.00,,,,150.00,,,,152.00,,,
890.00,222.00,,,,107.00,,,,114.00,,,
892.00,668.00,,,,340.00,,,,327.00,,,
897.00,307.00,,,,181.00,,,,126.00,,,
913.00,6053.00,,,,3042.00,,,,3010.00,,,
916.00,413.00,,,,213.00,,,,200.00,,,
917.00,1121.00,,,,558.00,,,,563.00,,,
919.00,824.00,,,,388.00,,,,436.00,,,
921.00,574.00,,,,389.00,,,,185.00,,,
922.00,12668.00,,,,6550.00,,,,6117.00,,,
926.00,253.00,,,,104.00,,,,150.00,,,
942.00,182.00,,,,97.00,,,,85.00,,,
944.00,7916.00,,,,3916.00,,,,4000.00,,,
962.00,6776.00,,,,3360.00,,,,3416.00,,,
975.00,8119.00,,,,4126.00,,,,3993.00,,,
978.00,5504.00,,,,2769.00,,,,2735.00,,,
990.00,643.00,,,,332.00,,,,311.00,,,
993.00,1503.00,,,,732.00,,,,771.00,,,
994.00,1389.00,,,,695.00,,,,693.00,,,
997.00,2047.00,,,,1035.00,,,,1012.00,,,
998.00,9522.00,,,,4830.00,,,,4692.00,,,
1015.00,24052.00,,,,11945.00,,,,12108.00,,,
1020.00,18972.00,,,,9326.00,,,,9646.00,,,
1024.00,846.00,,,,414.00,,,,432.00,,,
1031.00,27635.00,,,,14163.00,,,,13472.00,,,
1034.00,23819.00,,,,12041.00,,,,11779.00,,,
1043.00,207.00,,,,110.00,,,,97.00,,,
1044.00,300.00,,,,154.00,,,,146.00,,,
1045.00,293.00,,,,156.00,,,,137.00,,,
1046.00,408.00,,,,212.00,,,,196.00,,,
1047.00,306.00,,,,152.00,,,,154.00,,,
1050.00,2197.00,,,,1090.00,,,,1107.00,,,
1051.00,302.00,,,,155.00,,,,147.00,,,
1052.00,471.00,,,,235.00,,,,236.00,,,
1054.00,20808.00,,,,10347.00,,,,10461.00,,,
1056.00,173.00,,,,96.00,,,,77.00,,,
1057.00,56.00,,,,27.00,,,,28.00,,,
1058.00,335.00,,,,184.00,,,,152.00,,,
1059.00,21866.00,,,,10944.00,,,,10922.00,,,
1060.00,14075.00,,,,7017.00,,,,7058.00,,,
1061.00,41734.00,23296.00,29755.00,11979.00,20018.00,11111.00,14116.00,5902.00,21716.00,12185.00,15640.00,6077.00
1063.00,21836.00,14312.00,17090.00,4746.00,10936.00,7257.00,8577.00,2359.00,10900.00,7055.00,8512.00,2388.00
1064.00,866.00,,,,421.00,,,,445.00,,,
1065.00,624.00,,,,316.00,,,,308.00,,,
1066.00,6978.00,,,,3348.00,,,,3630.00,,,
1067.00,483.00,,,,245.00,,,,238.00,,,
1068.00,216.00,,,,108.00,,,,108.00,,,
1069.00,978.00,,,,501.00,,,,477.00,,,
1070.00,875.00,,,,434.00,,,,441.00,,,
1071.00,849.00,,,,459.00,,,,390.00,,,
1072.00,636.00,,,,332.00,,,,304.00,,,
1076.00,198.00,,,,70.00,,,,128.00,,,
1077.00,410.00,,,,192.00,,,,218.00,,,
1079.00,402.00,,,,200.00,,,,203.00,,,
1080.00,1235.00,,,,613.00,,,,622.00,,,
1081.00,299.00,,,,156.00,,,,143.00,,,
1082.00,2061.00,,,,1008.00,,,,1053.00,,,
1083.00,955.00,,,,610.00,,,,345.00,,,
1084.00,620.00,,,,315.00,,,,305.00,,,
1085.00,183.00,,,,97.00,,,,86.00,,,
1094.00,534.00,,,,371.00,,,,164.00,,,
1095.00,375.00,,,,186.00,,,,190.00,,,
1098.00,2230.00,,,,1267.00,,,,963.00,,,
1102.00,268.00,,,,128.00,,,,140.00,,,
1103.00,339.00,,,,172.00,,,,166.00,,,
1104.00,355.00,,,,186.00,,,,168.00,,,
1105.00,1234.00,,,,643.00,,,,591.00,,,
1108.00,387.00,,,,185.00,,,,202.00,,,
1110.00,616.00,,,,307.00,,,,310.00,,,
1112.00,908.00,,,,460.00,,,,448.00,,,
1113.00,11120.00,,,,5542.00,,,,5578.00,,,
1114.00,1082.00,,,,558.00,,,,524.00,,,
1115.00,471.00,,,,231.00,,,,240.00,,,
1123.00,883.00,,,,438.00,,,,445.00,,,
1124.00,447.00,,,,242.00,,,,206.00,,,
1125.00,418.00,,,,212.00,,,,206.00,,,
1126.00,315.00,,,,154.00,,,,160.00,,,
1127.00,840.00,,,,500.00,,,,340.00,,,
1128.00,366.00,,,,188.00,,,,178.00,,,
1129.00,249.00,,,,123.00,,,,126.00,,,
1130.00,243.00,,,,124.00,,,,118.00,,,
1132.00,586.00,,,,304.00,,,,282.00,,,
1133.00,277.00,,,,139.00,,,,137.00,,,
1134.00,299.00,,,,145.00,,,,154.00,,,
1136.00,444.00,,,,224.00,,,,220.00,,,
1137.00,6128.00,,,,3238.00,,,,2890.00,,,
1138.00,690.00,,,,351.00,,,,339.00,,,
1139.00,46252.00,,,,22597.00,,,,23656.00,,,
1140.00,1972.00,,,,971.00,,,,1000.00,,,
1141.00,255.00,,,,125.00,,,,129.00,,,
1143.00,420.00,,,,230.00,,,,190.00,,,
1144.00,209.00,,,,151.00,,,,58.00,,,
1145.00,537.00,,,,271.00,,,,266.00,,,
1146.00,510.00,,,,245.00,,,,265.00,,,
1147.00,306.00,,,,158.00,,,,148.00,,,
1148.00,313.00,,,,147.00,,,,166.00,,,
1149.00,817.00,,,,425.00,,,,392.00,,,
1150.00,451.00,,,,234.00,,,,217.00,,,
1151.00,501.00,,,,250.00,,,,251.00,,,
1153.00,188.00,,,,117.00,,,,70.00,,,
1154.00,214.00,,,,183.00,,,,31.00,,,
1155.00,676.00,,,,345.00,,,,330.00,,,
1156.00,279.00,,,,136.00,,,,143.00,,,
1157.00,303.00,,,,109.00,,,,194.00,,,
1158.00,218.00,,,,113.00,,,,104.00,,,
1160.00,814.00,,,,425.00,,,,389.00,,,
1161.00,71437.00,,,,,,,,,,,
1162.00,35807.00,,,,466.00,,,,409.00,,,
1163.00,35630.00,,,,212.00,,,,240.00,,,
1165.00,771.00,,,,385.00,,,,386.00,,,
1166.00,264.00,,,,137.00,,,,127.00,,,
1167.00,5343.00,,,,2662.00,,,,2680.00,,,
1171.00,782.00,,,,395.00,,,,387.00,,,
1172.00,319.00,,,,167.00,,,,152.00,,,
1173.00,128.00,,,,58.00,,,,70.00,,,
1174.00,862.00,,,,419.00,,,,443.00,,,
1175.00,392.00,,,,191.00,,,,200.00,,,
1176.00,447.00,,,,216.00,,,,230.00,,,
1177.00,543.00,,,,259.00,,,,284.00,,,
1178.00,1489.00,,,,724.00,,,,765.00,,,
1179.00,927.00,,,,473.00,,,,454.00,,,
1180.00,331.00,,,,156.00,,,,174.00,,,
1181.00,1186.00,,,,615.00,,,,572.00,,,
1182.00,1118.00,,,,569.00,,,,549.00,,,
1183.00,748.00,,,,368.00,,,,380.00,,,
1184.00,191.00,,,,99.00,,,,92.00,,,
1185.00,142.00,,,,76.00,,,,66.00,,,
1186.00,2051.00,,,,1021.00,,,,1031.00,,,
1190.00,1029.00,,,,518.00,,,,511.00,,,
1191.00,1072.00,,,,529.00,,,,543.00,,,
1192.00,18332.00,,,,9163.00,,,,9169.00,,,
1195.00,319.00,,,,225.00,,,,93.00,,,
1196.00,267.00,,,,128.00,,,,140.00,,,
1197.00,227.00,,,,112.00,,,,115.00,,,
1198.00,489.00,,,,244.00,,,,245.00,,,
1199.00,1910.00,,,,989.00,,,,921.00,,,
1200.00,93277.00,,,,46220.00,,,,47057.00,,,
1201.00,1402.00,,,,703.00,,,,699.00,,,
1202.00,557.00,,,,277.00,,,,279.00,,,
1203.00,542.00,,,,273.00,,,,269.00,,,
1204.00,1092.00,,,,561.00,,,,531.00,,,
1205.00,459.00,,,,232.00,,,,228.00,,,
1206.00,291.00,,,,148.00,,,,143.00,,,
1207.00,717.00,,,,363.00,,,,354.00,,,
1208.00,588.00,,,,298.00,,,,289.00,,,
1209.00,333.00,,,,160.00,,,,173.00,,,
1210.00,442.00,,,,224.00,,,,218.00,,,
1211.00,270.00,,,,124.00,,,,146.00,,,
1212.00,132.00,,,,69.00,,,,62.00,,,
1213.00,274.00,,,,149.00,,,,125.00,,,
1214.00,478.00,,,,276.00,,,,202.00,,,
1219.00,177.00,,,,87.00,,,,90.00,,,
1220.00,263.00,,,,130.00,,,,133.00,,,
1221.00,901.00,,,,478.00,,,,424.00,,,
1222.00,1070.00,,,,549.00,,,,521.00,,,
1223.00,358.00,,,,189.00,,,,169.00,,,
1224.00,8702.00,,,,4361.00,,,,4341.00,,,
1225.00,114.00,,,,58.00,,,,56.00,,,
1226.00,1093.00,,,,533.00,,,,560.00,,,
1227.00,508.00,,,,269.00,,,,239.00,,,
1228.00,1057.00,,,,525.00,,,,532.00,,,
